,,Count
Stanford University,20170524,1
Stanford University,Portuguese Africa,1
Stanford University,Oxford Research Encyclopedia,1
Stanford University,Asia,1
Stanford University,Africa,1
Stanford University,Max,1
Stanford University,20120910,1
Stanford University,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
Stanford University,28,1
Stanford University,April 2010,1
Stanford University,Colonial Cartographies Postcolonial Borders,1
9 November 2016,India,2
9 November 2016,Indian,1
9 November 2016,Partition,1
9 November 2016,Pakistan,1
9 November 2016,70 years,1
9 November 2016,Telegraph,1
9 November 2016,ISSN,1
9 November 2016,03071235,1
9 November 2016,one,1
9 November 2016,BBC News,1
9 November 2016,Philippines,1
9 November 2016,US House of Representatives,1
9 November 2016,Dien Bien Phu  the,1
9 November 2016,French,1
9 November 2016,20181218,1
9 November 2016,1998,1
9 November 2016,African,2
9 November 2016,Jomo Kenyatta Kwame Nkrumah,1
9 November 2016,Julius K Nyerere,1
9 November 2016,Timeline African,1
9 November 2016,RFI,1
9 November 2016,20100216,1
9 November 2016,20170524,1
9 November 2016,Portuguese Africa,1
9 November 2016,Oxford Research Encyclopedia,1
9 November 2016,Asia,1
9 November 2016,Africa,1
9 November 2016,Max,1
9 November 2016,20120910,1
9 November 2016,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
9 November 2016,28,1
9 November 2016,April 2010,1
9 November 2016,Colonial Cartographies Postcolonial Borders,1
India,Partition,1
India,70 years,2
India,Telegraph,2
India,ISSN,2
India,03071235,2
India,one,2
India,BBC News,2
India,US House of Representatives,2
India,Dien Bien Phu  the,2
India,20181218,2
India,1998,2
India,Jomo Kenyatta Kwame Nkrumah,2
India,Julius K Nyerere,2
India,Timeline African,2
India,RFI,2
India,20100216,2
India,20170524,2
India,Portuguese Africa,2
India,Oxford Research Encyclopedia,2
India,Max,2
India,20120910,2
India,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",2
India,28,2
India,April 2010,2
India,Colonial Cartographies Postcolonial Borders,2
Indian,Partition,1
Indian,70 years,1
Indian,Telegraph,1
Indian,ISSN,1
Indian,03071235,1
Indian,one,1
Indian,BBC News,1
Indian,US House of Representatives,1
Indian,Dien Bien Phu  the,1
Indian,20181218,1
Indian,1998,1
Indian,Jomo Kenyatta Kwame Nkrumah,1
Indian,Julius K Nyerere,1
Indian,Timeline African,1
Indian,RFI,1
Indian,20100216,1
Indian,20170524,1
Indian,Portuguese Africa,1
Indian,Oxford Research Encyclopedia,1
Indian,Max,1
Indian,20120910,1
Indian,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
Indian,28,1
Indian,April 2010,1
Indian,Colonial Cartographies Postcolonial Borders,1
Partition,India,1
Partition,Pakistan,1
Partition,70 years,1
Partition,Telegraph,1
Partition,ISSN,1
Partition,03071235,1
Partition,one,1
Partition,BBC News,1
Partition,Philippines,1
Partition,US House of Representatives,1
Partition,Dien Bien Phu  the,1
Partition,French,1
Partition,20181218,1
Partition,1998,1
Partition,African,2
Partition,Jomo Kenyatta Kwame Nkrumah,1
Partition,Julius K Nyerere,1
Partition,Timeline African,1
Partition,RFI,1
Partition,20100216,1
Partition,20170524,1
Partition,Portuguese Africa,1
Partition,Oxford Research Encyclopedia,1
Partition,Asia,1
Partition,Africa,1
Partition,Max,1
Partition,20120910,1
Partition,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
Partition,28,1
Partition,April 2010,1
Partition,Colonial Cartographies Postcolonial Borders,1
Pakistan,70 years,1
Pakistan,Telegraph,1
Pakistan,ISSN,1
Pakistan,03071235,1
Pakistan,one,1
Pakistan,BBC News,1
Pakistan,US House of Representatives,1
Pakistan,Dien Bien Phu  the,1
Pakistan,20181218,1
Pakistan,1998,1
Pakistan,Jomo Kenyatta Kwame Nkrumah,1
Pakistan,Julius K Nyerere,1
Pakistan,Timeline African,1
Pakistan,RFI,1
Pakistan,20100216,1
Pakistan,20170524,1
Pakistan,Portuguese Africa,1
Pakistan,Oxford Research Encyclopedia,1
Pakistan,Max,1
Pakistan,20120910,1
Pakistan,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
Pakistan,28,1
Pakistan,April 2010,1
Pakistan,Colonial Cartographies Postcolonial Borders,1
70 years,Telegraph,1
70 years,ISSN,1
70 years,03071235,1
70 years,one,1
70 years,BBC News,1
70 years,Philippines,1
70 years,US House of Representatives,1
70 years,Dien Bien Phu  the,1
70 years,French,1
70 years,20181218,1
70 years,1998,1
70 years,African,2
70 years,Jomo Kenyatta Kwame Nkrumah,1
70 years,Julius K Nyerere,1
70 years,Timeline African,1
70 years,RFI,1
70 years,20100216,1
70 years,20170524,1
70 years,Portuguese Africa,1
70 years,Oxford Research Encyclopedia,1
70 years,Asia,1
70 years,Africa,1
70 years,Max,1
70 years,20120910,1
70 years,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
70 years,28,1
70 years,April 2010,1
70 years,Colonial Cartographies Postcolonial Borders,1
Telegraph,ISSN,1
Telegraph,03071235,1
Telegraph,one,1
Telegraph,BBC News,1
Telegraph,Philippines,1
Telegraph,US House of Representatives,1
Telegraph,Dien Bien Phu  the,1
Telegraph,French,1
Telegraph,20181218,1
Telegraph,1998,1
Telegraph,African,2
Telegraph,Jomo Kenyatta Kwame Nkrumah,1
Telegraph,Julius K Nyerere,1
Telegraph,Timeline African,1
Telegraph,RFI,1
Telegraph,20100216,1
Telegraph,20170524,1
Telegraph,Portuguese Africa,1
Telegraph,Oxford Research Encyclopedia,1
Telegraph,Asia,1
Telegraph,Africa,1
Telegraph,Max,1
Telegraph,20120910,1
Telegraph,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
Telegraph,28,1
Telegraph,April 2010,1
Telegraph,Colonial Cartographies Postcolonial Borders,1
ISSN,03071235,1
ISSN,one,1
ISSN,Philippines,1
ISSN,US House of Representatives,1
ISSN,Dien Bien Phu  the,1
ISSN,French,1
ISSN,20181218,1
ISSN,1998,1
ISSN,African,2
ISSN,Jomo Kenyatta Kwame Nkrumah,1
ISSN,Julius K Nyerere,1
ISSN,Timeline African,1
ISSN,RFI,1
ISSN,20100216,1
ISSN,20170524,1
ISSN,Portuguese Africa,1
ISSN,Oxford Research Encyclopedia,1
ISSN,Asia,1
ISSN,Africa,3
ISSN,Max,2
ISSN,20120910,1
ISSN,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
ISSN,28,1
ISSN,April 2010,1
ISSN,Colonial Cartographies Postcolonial Borders,1
03071235,one,1
03071235,BBC News,1
03071235,Philippines,1
03071235,US House of Representatives,1
03071235,Dien Bien Phu  the,1
03071235,French,1
03071235,20181218,1
03071235,1998,1
03071235,African,2
03071235,Jomo Kenyatta Kwame Nkrumah,1
03071235,Julius K Nyerere,1
03071235,Timeline African,1
03071235,RFI,1
03071235,20100216,1
03071235,20170524,1
03071235,Portuguese Africa,1
03071235,Oxford Research Encyclopedia,1
03071235,Asia,1
03071235,Africa,1
03071235,Max,1
03071235,20120910,1
03071235,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
03071235,28,1
03071235,April 2010,1
03071235,Colonial Cartographies Postcolonial Borders,1
one,BBC News,1
one,Philippines,1
one,US House of Representatives,1
one,Dien Bien Phu  the,1
one,French,1
one,20181218,1
one,1998,1
one,African,2
one,Jomo Kenyatta Kwame Nkrumah,1
one,Julius K Nyerere,1
one,Timeline African,1
one,RFI,1
one,20100216,1
one,20170524,1
one,Portuguese Africa,1
one,Oxford Research Encyclopedia,1
one,Asia,1
one,Africa,1
one,Max,1
one,20120910,1
one,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
one,28,1
one,April 2010,1
one,Colonial Cartographies Postcolonial Borders,1
BBC News,Philippines,1
BBC News,US House of Representatives,1
BBC News,Dien Bien Phu  the,1
BBC News,French,1
BBC News,20181218,1
BBC News,1998,1
BBC News,African,2
BBC News,Jomo Kenyatta Kwame Nkrumah,1
BBC News,Julius K Nyerere,1
BBC News,Timeline African,1
BBC News,RFI,1
BBC News,20100216,1
BBC News,20170524,1
BBC News,Portuguese Africa,1
BBC News,Oxford Research Encyclopedia,1
BBC News,Asia,1
BBC News,Africa,1
BBC News,Max,1
BBC News,20120910,1
BBC News,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
BBC News,28,1
BBC News,April 2010,1
BBC News,Colonial Cartographies Postcolonial Borders,1
Philippines,US House of Representatives,1
Philippines,Dien Bien Phu  the,1
Philippines,20181218,1
Philippines,1998,1
Philippines,Jomo Kenyatta Kwame Nkrumah,1
Philippines,Julius K Nyerere,1
Philippines,Timeline African,1
Philippines,RFI,1
Philippines,20100216,1
Philippines,20170524,1
Philippines,Portuguese Africa,1
Philippines,Oxford Research Encyclopedia,1
Philippines,Asia,1
Philippines,Max,1
Philippines,20120910,1
Philippines,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
Philippines,28,1
Philippines,April 2010,1
Philippines,Colonial Cartographies Postcolonial Borders,1
US House of Representatives,Dien Bien Phu  the,1
US House of Representatives,French,1
US House of Representatives,20181218,1
US House of Representatives,1998,1
US House of Representatives,African,2
US House of Representatives,Jomo Kenyatta Kwame Nkrumah,1
US House of Representatives,Julius K Nyerere,1
US House of Representatives,Timeline African,1
US House of Representatives,RFI,1
US House of Representatives,20100216,1
US House of Representatives,20170524,1
US House of Representatives,Portuguese Africa,1
US House of Representatives,Oxford Research Encyclopedia,1
US House of Representatives,Asia,1
US House of Representatives,Africa,1
US House of Representatives,Max,1
US House of Representatives,20120910,1
US House of Representatives,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
US House of Representatives,28,1
US House of Representatives,April 2010,1
US House of Representatives,Colonial Cartographies Postcolonial Borders,1
Dien Bien Phu  the,French,1
Dien Bien Phu  the,20181218,1
Dien Bien Phu  the,1998,1
Dien Bien Phu  the,African,2
Dien Bien Phu  the,Jomo Kenyatta Kwame Nkrumah,1
Dien Bien Phu  the,Julius K Nyerere,1
Dien Bien Phu  the,Timeline African,1
Dien Bien Phu  the,RFI,1
Dien Bien Phu  the,20100216,1
Dien Bien Phu  the,20170524,1
Dien Bien Phu  the,Portuguese Africa,1
Dien Bien Phu  the,Oxford Research Encyclopedia,1
Dien Bien Phu  the,Asia,1
Dien Bien Phu  the,Africa,1
Dien Bien Phu  the,Max,1
Dien Bien Phu  the,20120910,1
Dien Bien Phu  the,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
Dien Bien Phu  the,28,1
Dien Bien Phu  the,April 2010,1
Dien Bien Phu  the,Colonial Cartographies Postcolonial Borders,1
French,20181218,1
French,1998,1
French,Jomo Kenyatta Kwame Nkrumah,1
French,Julius K Nyerere,1
French,Timeline African,1
French,RFI,1
French,20100216,1
French,20170524,1
French,Portuguese Africa,1
French,Oxford Research Encyclopedia,1
French,Asia,1
French,Max,1
French,20120910,1
French,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
French,28,1
French,April 2010,1
French,Colonial Cartographies Postcolonial Borders,1
20181218,1998,1
20181218,African,2
20181218,Jomo Kenyatta Kwame Nkrumah,1
20181218,Julius K Nyerere,1
20181218,Timeline African,1
20181218,RFI,1
20181218,20100216,1
20181218,20170524,1
20181218,Portuguese Africa,1
20181218,Oxford Research Encyclopedia,1
20181218,Asia,1
20181218,Africa,1
20181218,Max,1
20181218,20120910,1
20181218,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
20181218,28,1
20181218,April 2010,1
20181218,Colonial Cartographies Postcolonial Borders,1
1998,African,2
1998,Jomo Kenyatta Kwame Nkrumah,1
1998,Julius K Nyerere,1
1998,Timeline African,1
1998,RFI,1
1998,20100216,1
1998,20170524,1
1998,Portuguese Africa,1
1998,Oxford Research Encyclopedia,1
1998,Asia,1
1998,Africa,1
1998,Max,1
1998,20120910,1
1998,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
1998,28,1
1998,April 2010,1
1998,Colonial Cartographies Postcolonial Borders,1
African,Jomo Kenyatta Kwame Nkrumah,1
African,Julius K Nyerere,1
African,Timeline African,1
African,RFI,1
African,20100216,1
African,20170524,1
African,Portuguese Africa,1
African,Oxford Research Encyclopedia,1
African,Asia,2
African,Africa,2
African,Max,2
African,20120910,2
African,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",2
African,28,2
African,April 2010,2
African,Colonial Cartographies Postcolonial Borders,2
Jomo Kenyatta Kwame Nkrumah,Julius K Nyerere,1
Jomo Kenyatta Kwame Nkrumah,Timeline African,1
Jomo Kenyatta Kwame Nkrumah,RFI,1
Jomo Kenyatta Kwame Nkrumah,20100216,1
Jomo Kenyatta Kwame Nkrumah,20170524,1
Jomo Kenyatta Kwame Nkrumah,Portuguese Africa,1
Jomo Kenyatta Kwame Nkrumah,Oxford Research Encyclopedia,1
Jomo Kenyatta Kwame Nkrumah,African,1
Jomo Kenyatta Kwame Nkrumah,Asia,1
Jomo Kenyatta Kwame Nkrumah,Africa,1
Jomo Kenyatta Kwame Nkrumah,Max,1
Jomo Kenyatta Kwame Nkrumah,20120910,1
Jomo Kenyatta Kwame Nkrumah,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
Jomo Kenyatta Kwame Nkrumah,28,1
Jomo Kenyatta Kwame Nkrumah,April 2010,1
Jomo Kenyatta Kwame Nkrumah,Colonial Cartographies Postcolonial Borders,1
Julius K Nyerere,Timeline African,1
Julius K Nyerere,RFI,1
Julius K Nyerere,20100216,1
Julius K Nyerere,20170524,1
Julius K Nyerere,Portuguese Africa,1
Julius K Nyerere,Oxford Research Encyclopedia,1
Julius K Nyerere,African,1
Julius K Nyerere,Asia,1
Julius K Nyerere,Africa,1
Julius K Nyerere,Max,1
Julius K Nyerere,20120910,1
Julius K Nyerere,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
Julius K Nyerere,28,1
Julius K Nyerere,April 2010,1
Julius K Nyerere,Colonial Cartographies Postcolonial Borders,1
Timeline African,RFI,1
Timeline African,20100216,1
Timeline African,20170524,1
Timeline African,Portuguese Africa,1
Timeline African,Oxford Research Encyclopedia,1
Timeline African,African,1
Timeline African,Asia,1
Timeline African,Africa,1
Timeline African,Max,1
Timeline African,20120910,1
Timeline African,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
Timeline African,28,1
Timeline African,April 2010,1
Timeline African,Colonial Cartographies Postcolonial Borders,1
RFI,20100216,1
RFI,20170524,1
RFI,Portuguese Africa,1
RFI,Oxford Research Encyclopedia,1
RFI,African,1
RFI,Asia,1
RFI,Africa,1
RFI,Max,1
RFI,20120910,1
RFI,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
RFI,28,1
RFI,April 2010,1
RFI,Colonial Cartographies Postcolonial Borders,1
20100216,20170524,1
20100216,Portuguese Africa,1
20100216,Oxford Research Encyclopedia,1
20100216,African,1
20100216,Asia,1
20100216,Africa,1
20100216,Max,1
20100216,20120910,1
20100216,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
20100216,28,1
20100216,April 2010,1
20100216,Colonial Cartographies Postcolonial Borders,1
20170524,Portuguese Africa,1
20170524,Oxford Research Encyclopedia,1
20170524,African,1
20170524,Asia,1
20170524,Africa,1
20170524,Max,1
20170524,20120910,1
20170524,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
20170524,28,1
20170524,April 2010,1
20170524,Colonial Cartographies Postcolonial Borders,1
Portuguese Africa,Oxford Research Encyclopedia,1
Portuguese Africa,African,1
Portuguese Africa,Asia,1
Portuguese Africa,Africa,1
Portuguese Africa,Max,1
Portuguese Africa,20120910,1
Portuguese Africa,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
Portuguese Africa,28,1
Portuguese Africa,April 2010,1
Portuguese Africa,Colonial Cartographies Postcolonial Borders,1
Oxford Research Encyclopedia,African,1
Oxford Research Encyclopedia,Asia,1
Oxford Research Encyclopedia,Africa,1
Oxford Research Encyclopedia,Max,1
Oxford Research Encyclopedia,20120910,1
Oxford Research Encyclopedia,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
Oxford Research Encyclopedia,28,1
Oxford Research Encyclopedia,April 2010,1
Oxford Research Encyclopedia,Colonial Cartographies Postcolonial Borders,1
Asia,Max,1
Asia,20120910,1
Asia,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
Asia,28,1
Asia,April 2010,1
Asia,Colonial Cartographies Postcolonial Borders,1
Africa,Max,1
Africa,20120910,1
Africa,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
Africa,28,1
Africa,April 2010,1
Africa,Colonial Cartographies Postcolonial Borders,1
Max,20120910,1
Max,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
Max,28,1
Max,April 2010,1
Max,Colonial Cartographies Postcolonial Borders,1
20120910,"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",1
20120910,28,1
20120910,April 2010,1
20120910,Colonial Cartographies Postcolonial Borders,1
"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",28,1
"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",April 2010,1
"The Dividing of a Continent Africas Separatist Problem
The Atlantic
Retrieved 20181220
 Mahmud Tayyab",Colonial Cartographies Postcolonial Borders,1
28,April 2010,1
28,Colonial Cartographies Postcolonial Borders,1
April 2010,Colonial Cartographies Postcolonial Borders,1
"the AfghanistanPakistan Frontier
Brooklyn Journal of International Law",20,1
13 July 2016,Europeans,1
13 July 2016,Africa,2
13 July 2016,"American Economic Association
Retrieved 20181218",1
